Category,Drug Count
Opiate Antagonists,2
Hematoporphyrin Derivative,2
Hematoporphyrins,2
Increased Cytokine Production,2
Toll-Like Receptor Agonists,2
Glinide,2
Miscellaneous Skeletal Muscle Relaxants,2
Cholinesterase Reactivators,2
Enzyme Reactivators,2
Allylamine Antifungal,2
Benzamidines,2
Solutions Producing Osmotic Diuresis,2
Sympathomimetic-like Agent,2
Chlorophenols,2
Thienamycins,2
Methyltyrosines,2
Dibenzoxepins,2
Prostaglandin Receptor Agonists,2
Benzilates,2
Naphthyridines,2
Antiandrogens and Estrogens,2
"Estradiol, agonists",2
Dodecanol,2
Miscellaneous General Anesthetics,2
Antiglaucoma Agents,2
"Abortifacient Agents, Steroidal",2
Menstruation-Inducing Agents,2
Progesterone Receptor Modulators,2
Propylamine Derivatives,2
Selective Beta 1-adrenergic Agonists,2
Cystine Disulfide Reduction,2
Optical Imaging Agent,2
Porphyrin Precursor,2
Penicillamine and Similar Agents,2
mTOR Inhibitor Immunosuppressant,2
Sirolimus and Prodrugs,2
Clomiphene,2
Aryloxyacetic Acid Derivatives,2
Dioxanes,2
Hydrazones,2
Estrogen Receptor Antagonists,2
Ketolides,2
Anti-Acne Preparations for Systemic Use,2
Thionucleosides,2
Gabapentin and Prodrugs,2
Ganciclovir and prodrug,2
Butylene Glycols,2
Mesylates,2
Phenylammonium Compounds,2
Calcium-sensing Receptor Agonist,2
Increased Calcium-sensing Receptor Sensitivity,2
"Colitis, Ulcerative",2
Cytochrome P-450 CYP2A6 Inhibitors (moderate),2
Genitourinary Smooth Muscle Relaxants,2
Peroxisome Proliferator-activated Receptor alpha Agonists,2
Cytochrome P-450 CYP1A2 Inducers (moderate),2
Cytochrome P-450 CYP2B6 Inducers (moderate),2
Aminocoumarins,2
Quinoline Derivatives and Related Substances,2
"Melatonin, agonists",2
Serotonin 4 Receptor Agonists,2
Serotonin-4 Receptor Agonist,2
Benzylamines,2
Strophanthins,2
Strophanthus Glycosides,2
Dihydroorotate dehydrogenase (DHODH) inhibitors,2
"Vaginal Creams, Foams, and Jellies",2
Polymyxin-class Antibacterial,2
Azasteroids,2
Dopamine And Norepinephrine Reuptake Inhibitors,2
Increased Norepinephrine Activity,2
Uronic Acids,2
Acidifying Agents,2
"Ethers, Chemically Close to Antihistamines",2
Androstenediols,2
Lincosamide Antibacterial,2
Sleep Initiation and Maintenance Disorders,2
Other Macrolides,2
"Anesthetics, Dissociative",2
Excitatory Amino Acid Agonists,2
Thiazepines,2
Aripiprazole and prodrugs,2
Pleuromutilin Antibacterial,2
Hydrolytic Lysosomal Glycogen-specific Enzyme,2
Hydrazinophthalazine Derivatives and Diuretics,2
Phthalazines,2
Chondroitinases and Chondroitin Lyases,2
CD80-directed Antibody Interactions,2
CD86-directed Antibody Interactions,2
Adrenocorticotropic Hormone,2
Ethinyl Estradiol,2
Cycadopsida,2
Gnetophyta,2
Streptogramin Antibacterial,2
"N,N-Dimethyltryptamine",2
Nitrites,2
Pentosephosphates,2
Phenylmercury Compounds,2
Ketone Bodies,2
"Photoreceptors, Microbial",2
Guanosine Triphosphate,2
Glucose,2
Xanthurenates,2
"Porphobilinogen Synthase, antagonists & inhibitors",2
"Steryl-Sulfatase, antagonists & inhibitors",2
"Pancreatic Elastase, antagonists & inhibitors",2
Toothpastes,2
Protectives Against UV-Radiation for Topical Use,2
Aldose Reductase Inhibitors,2
Porifera,2
Glucosephosphates,2
Carbodiimides,2
Cholestadienes,2
Cholestadienols,2
Pyrimidine Analog,2
"Muramidase, antagonists & inhibitors",2
"Cathepsin B, antagonists & inhibitors",2
Cathepsin Inhibitors,2
5-Androstanon (3) Derivatives,2
"Interleukin-8, antagonists & inhibitors",2
Oleic Acids,2
Tellurium,2
RNA Caps,2
"Lactoylglutathione Lyase, antagonists & inhibitors",2
"Chitinases, antagonists & inhibitors",2
Oxalates,2
Glyoxylates,2
Sclerosing Activity,2
Vascular Sclerosing Activity,2
Berberine Alkaloids,2
Quinolinium Compounds,2
Disinfectants (For Agents Used on Object),2
"Acid Etching, Dental",2
"Phosphogluconate Dehydrogenase, antagonists & inhibitors",2
Glutarates,2
"Cytidine Deaminase, antagonists & inhibitors",2
"Receptors, Estrogen, agonists",2
Niflumic Acid and Prodrugs,2
Cyclopentanes,2
"Calcium-Transporting ATPases, antagonists & inhibitors",2
Lecithins,2
"CDC2 Protein Kinase, antagonists & inhibitors",2
Acidic Glycosphingolipids,2
"Platelet Glycoprotein GPIIb-IIIa Complex, antagonists & inhibitors",2
Serotonin 5-HT2C Receptor Agonists,2
"Natriuretic Peptide, Brain",2
Melanocortin Receptor Agonists,2
Protectives Against UV-Radiation for Systemic Use,2
Tannins,2
Hemoglobins,2
Egg Proteins,2
Antifibrotic Agents,2
HIV,2
Seminal Proteins,2
"Receptors, Opioid, delta",2
Scutellaria,2
"Adenosine Triphosphatases, antagonists & inhibitors",2
Adipokines,2
Crotalid Venoms,2
Venombin A,2
Amyloid Precursor Protein Secretases,2
"Fibrinolysin, antagonists & inhibitors",2
"Pepsin A, antagonists & inhibitors",2
Pain Palliation (Bone Seeking Agents),2
Various Pain Palliation Radiopharmaceuticals,2
Human Immunoglobulin,2
Arthropod Proteins,2
"Farnesyl-Diphosphate Farnesyltransferase, antagonists & inhibitors",2
Increased Megakaryocyte Maturation,2
Increased Platelet Production,2
"Receptors, Thrombopoietin, agonists",2
Thrombopoietin Receptor Agonists,2
Anthrax Protective Antigen-directed Antibody,2
Anthrax Protective Antigen-directed Antibody Interactions,2
Gastric Function,2
Iron-Binding Proteins,2
Lactoglobulins,2
Transferrins,2
Antimony Compounds,2
Cortisol Synthesis Inhibitors,2
"Colitis, Ulcerative, drug therapy",2
HER2-targeted Antibodies,2
Maytansine,2
Trastuzumab,2
"Receptors, Retinoic Acid, agonists",2
"Receptors, sigma, antagonists & inhibitors",2
Cell Adhesion Molecules,2
Cytochrome P450 17A1 Inhibitors,2
"Receptors, Vasopressin, agonists",2
Tachykinins,2
CD22 (Clusters of Differentiation 22) inhibitors,2
"Receptor, Nerve Growth Factor, antagonists & inhibitors",2
"Chemokines, CXC",2
UGT2B15 Inhibitors,2
"von Willebrand Factor, antagonists & inhibitors",2
"Receptors, Nicotinic",2
"Dipeptidyl-Peptidases and Tripeptidyl-Peptidases, antagonists & inhibitors",2
Lipoglycopeptides,2
"Sodium-Potassium-Exchanging ATPase, antagonists & inhibitors",2
Interleukin-1 Blockers,2
"Toll-Like Receptor 9, agonists",2
CTLA-4-directed Blocking Antibody,2
Bradykinin B2 Receptor Antagonists,2
Benzodioxoles,2
"Hyaluronoglucosaminidase, antagonists & inhibitors",2
Parenteral Nutrition Solutions,2
Histocompatibility Antigens,2
Isoantigens,2
Protein-Tyrosine Kinases,2
Receptor Protein-Tyrosine Kinases,2
Matrix Metalloproteinases,2
"Calcium Channels, N-Type",2
Conotoxins,2
Bone Anabolic Agents,2
HCV Protease Inhibitors,2
"Sodium-Glucose Transport Proteins, antagonists & inhibitors",2
Heat-Shock Proteins,2
"Asthma, drug therapy",2
"Multiple Myeloma, drug therapy",2
Breast Neoplasms,2
C1 inhibitors,2
Complement C1 Inactivator Proteins,2
Complement System Proteins,2
Angiogenic Proteins,2
Angiostatic Proteins,2
Collagen,2
Collagen Type XVIII,2
Non-Fibrillar Collagens,2
Adenosine A1 Receptor Antagonists,2
"Thrombopoietin, antagonists & inhibitors",2
Herpes Zoster,2
Varicellovirus,2
Interleukin Antagonists,2
Interleukin-5 Antagonist,2
CD3-directed Antibody,2
"Cholesterol Ester Transfer Proteins, antagonists & inhibitors",2
Isavuconazole and Prodrugs,2
"Receptors, Neurokinin-2, antagonists & inhibitors",2
Artemisinins,2
Fluorenes,2
Bronchoconstrictor Agents,2
"Proton-Translocating ATPases, antagonists & inhibitors",2
Capsaicin and Similar Agents,2
Calcium Binder,2
Drugs for Treatment of Hypercalcemia,2
"Corticosteroids, Very Potent (Group IV)",2
Hematopoietic Stem Cell Mobilizer,2
Bisphenols,2
"Uridine Phosphorylase, antagonists & inhibitors",2
"Diterpenes, Kaurane",2
Harmala Alkaloids,2
Myristic Acids,2
"RNA Replicase, antagonists & inhibitors",2
"RNA-Dependent RNA Polymerase, antagonists & inhibitors",2
Electron Transport Chain Complex Proteins,2
Viscoelastic Substances,2
Iodine (123I) Compounds,2
Taurodeoxycholic Acid,2
SRS-A,2
Organic Cation Transporter 1 Inhibitors,2
Guanylate Cyclase Activators,2
Guanylate Cyclase-C Agonist,2
Selective Beta 3-adrenergic Agonists,2
Carboxypeptidases,2
Fumarates,2
"MAP Kinase Kinase 2, antagonists & inhibitors",2
"Proto-Oncogene Proteins B-raf, antagonists & inhibitors",2
Radioactive alpha-Particle Emitting Therapeutic Agent,2
Guanylate Cyclase,2
Guanylate Cyclase Stimulators,2
Soluble Guanylate Cyclase Stimulator,2
RNA Replicase Inhibitors,2
Interleukin-17A Antagonist,2
"Receptors, Thrombin, antagonists & inhibitors",2
Netupitant and prodrug,2
"Class Ia Phosphatidylinositol 3-Kinase, antagonists & inhibitors",2
Glycolipid Disialoganglioside-directed Antibody,2
Glycolipid Disialoganglioside-directed Antibody Interactions,2
Allylbenzene Derivatives,2
Caffeic Acids,2
Eslicarbazepine and prodrugs,2
Citric Acid Derivatives,2
Heparin Antagonists,2
Heparin Reversal Agent,2
Sodium,2
"Migraine Disorders, drug therapy",2
Glucagon-Like Peptide Receptors,2
mu-Opioid Receptor Agonist,2
Carbon,2
Sydnones,2
Neprilysin Inhibitor,2
Proprotein Convertase Subtilisin Kexin Type 9 (PCSK9) Inhibitors,2
Inhalation Diagnostic Agent,2
Astringents,2
CD38 (Clusters of Differentiation 38) inhibitors,2
CD38-directed Antibody Interactions,2
CD38-directed Cytolytic Antibody,2
Pesticide Synergists,2
Iodopyridones,2
Liver Function,2
Solutions for Parenteral Nutrition,2
Iodine Isotopes,2
Tests for Thyreoidea Function,2
Lipid Emulsion,2
Bleaching Agents,2
Hygroscopic Agents,2
Strontium Radioisotopes,2
Magnetic Iron Oxide Nanoparticles,2
Metal Nanoparticles,2
Superparamagnetic Contrast Media,2
Antiperspirants,2
Silicones,2
Siloxanes,2
Melanin Synthesis Inhibitor,2
Secretin,2
"Water Pollutants, Chemical",2
Betula,2
Long-acting Insulins,2
Inactivated Clostridium Tetani Vaccine,2
Inactivated Corynebacterium Diphtheriae Vaccine,2
Diphtheria Vaccines,2
Inactivated Rabies Virus Vaccine,2
Rabies Vaccines,2
Varicella Zoster Vaccines,2
Live Attenuated Bacillus Calmette-Guerin Immunotherapy,2
Particulate Matter,2
Standardized Insect Allergenic Extract,2
Fungal Proteins,2
Beverages,2
Dairy Products,2
Milk components,2
Toxoids,2
Myrtaceae,2
Dietary Fiber,2
Inactivated Japanese Encephalitis Virus Vaccine,2
Inactivated Salmonella Typhi Vaccine,2
Antidiarrheal microorganisms,2
Allogeneic Cord Blood Hematopoietic Progenitor Cell Therapy,2
Softener and Emollient Laxatives,2
"Softeners, Emollients",2
Silver Compounds,2
Root Canal Filling Materials,2
Tetrahydropyrimidine Derivatives,2
Ericales,2
Skin Test Antigen,2
"Prothrombin, agonists",2
Phytochemicals,2
Factor IX,2
"Chitin, antagonists & inhibitors",2
Carbanilides,2
Ethylmercury Compounds,2
Bees,2
Tuberculin,2
"Anti-inflammatory Agents, Miscellaneous",2
Bone Morphogenetic Proteins,2
Artemisia,2
"Receptors, Histamine H3",2
RNA-Directed DNA Polymerase,2
Nuclear Export Inhibitors,2
Hypoxia-inducible Factor Prolyl Hydroxylase Inhibitor,2
"Receptors, Interleukin-8A, antagonists & inhibitors",2
"Receptors, Interleukin-8B, antagonists & inhibitors",2
Programmed Death Ligand-1 Antagonists,2
Programmed Death Ligand-1 Blocker,2
Programmed Death Ligand-1-directed Antibody Interactions,2
Alzheimer Disease,2
Tests for Liver Functional Capacity,2
"Proto-Oncogene Proteins c-akt, antagonists & inhibitors",2
Mesenchymal Epithelial Transition Inhibitors,2
"JNK Mitogen-Activated Protein Kinases, antagonists & inhibitors",2
"Prostatic Neoplasms, drug therapy",2
Condiments,2
"TRPV Cation Channels, antagonists & inhibitors",2
"Receptor, Fibroblast Growth Factor, Type 1, antagonists & inhibitors",2
Interleukin-13 Antagonist,2
"Receptor, EphB4, antagonists & inhibitors",2
"Class I Phosphatidylinositol 3-Kinases, antagonists & inhibitors",2
"Receptors, Lysosphingolipid, antagonists & inhibitors",2
Catechin,2
"Receptors, Glucocorticoid, agonists",2
"Receptors, Glucagon, antagonists & inhibitors",2
Tryptophan Hydroxylase Inhibitor,2
"Receptor, Muscarinic M3, antagonists & inhibitors",2
"Proto-Oncogene Proteins c-met, antagonists & inhibitors",2
Lutetium,2
Ceramides,2
Cerebrosides,2
Dipeptidyl Peptidase 4,2
Activin Receptors,2
Protein-Serine-Threonine Kinases,2
"Receptors, Transforming Growth Factor beta",2
Salvia,2
Stevia,2
HSP90 Heat-Shock Proteins,2
Spin Labels,2
Lupanes,2
"Receptors, Prostaglandin E, EP2 Subtype, agonists",2
Tuberculosis Vaccines,2
Thiosemicarbazones,2
"Receptors, Guanylate Cyclase-Coupled, agonists",2
Actinoid Series Elements,2
"Receptors, Neurotransmitter",2
von Willebrand Factor,2
Galactitol,2
"Muscular Dystrophy, Duchenne",2
Aerosols,2
Adenosine A1 Receptor Agonists,2
beta-Glucans,2
Norpregnadienes,2
Factor X,2
Increased Protein Synthesis,2
Survival Motor Neuron-2-directed RNA Interaction,2
Dipsacales,2
Dimethyldithiocarbamate,2
Colchicine Derivatives,2
Plasticizers,2
Mercury Compounds,2
Benzenesulfonates,2
Various Diagnostic Radiopharmaceuticals,2
Peptoids,2
Isocitrate Dehydrogenase 2 Inhibitor,2
Isocitrate dehydrogenase-2 (IDH2) Inhibitors,2
CD19 Receptor Interactions,2
CD19-directed Chimeric Antigen Receptor,2
Genetically-modified Autologous T Cells,2
Immunomodulation,2
Stem Cells,2
Baloxavir and prodrugs,2
Polymerase Acidic Endonuclease Inhibitors,2
Malacidins,2
Depsipeptides,2
Zingiberaceae,2
Lilianae,2
Fabaceae,2
Prunus,2
Oleaceae,2
Adenovirus Vaccines,2
Isocitrate Dehydrogenase 1 Inhibitor,2
Isocitrate Dehydrogenase-1 Inhibitors,2
Decreased RNA Integrity,2
Increased Protein Breakdown,2
Melanoma-Specific Antigens,2
Polyesters,2
"Arthritis, Rheumatoid, drug therapy",2
Interleukin-2,2
Neonatal Fc Receptor Blocker,2
Vitamin K 2,2
Galactosamine,2
Ion Channels,2
Membrane Transport Proteins,2
Phosphoinositide-3 Kinase Inhibitors,2
"Melanoma, therapy",2
"Receptors, Pattern Recognition",2
Toll-Like Receptors,2
Elastin,2
Bispecific B-cell maturation antigen (BCMA)-directed CD3 T-cell engager,2
RAS GTPase Inhibitors,2
Rearranged during Transfection (RET) Inhibitors,2
CD19-Directed Genetically Modified Autologous T-cell Immunotherapies,2
"Receptors, Antigen, T-Cell",2
"Receptors, Artificial",2
"Receptors, Cytoplasmic and Nuclear",2
"Antigens, Differentiation, T-Lymphocyte",2
Costimulatory and Inhibitory T-Cell Receptors,2
Ileal bile acid transport inhibitor,2
Ileal Bile Acid Transporter Inhibitor,2
Poly C,2
Poly I,2
Polyribonucleotides,2
Interleukin-15,2
"Receptors, Interleukin-15",2
"Deoxyribonuclease I, antagonists & inhibitors",2
"Substance P, antagonists & inhibitors",2
"Ribosome Inactivating Proteins, Type 2",2
Endonucleases,1
Recombinant Human Deoxyribonuclease 1,1
CD25-directed Cytotoxin,1
"Tissue Plasminogen Activator, antagonists & inhibitors",1
Increased Thrombolysis,1
"Erythropoietin, genetics",1
"Bone Density, drug effects",1
Parathyroid and Antiparathyroid Agents,1
Hepatitis C,1
Interleukin-1 Receptor Antagonist,1
Antigen Neutralization,1
"Insulin, metabolism",1
Interferon gamma,1
Macrophage-Activating Factors,1
Factor VIII Activator,1
Increased Coagulation Factor VIII Activity,1
Increased Coagulation Factor VIII Concentration,1
Vasopressin Analog,1
"Factor VIIa, antagonists & inhibitors",1
Increased Coagulation Factor IX Activity,1
Increased Coagulation Factor X Activity,1
Megakaryocyte Growth Factor,1
Increased Epithelial Proliferation,1
Mucocutaneous Epithelial Cell Growth Factor,1
Decreased GI Motility,1
Decreased GI Smooth Muscle Tone,1
Decreased Glycolysis,1
Gastrointestinal Motility Inhibitor,1
"Glucagon, antagonists & inhibitors",1
Glycogenolytic Agents,1
Increased Gluconeogenesis,1
Increased Lymphocyte Activation,1
Increased Lymphocyte Cell Production,1
Lymphocyte Growth Factor,1
Anti-IgE,1
Decreased IgE Activity,1
IgE-directed Antibody Interactions,1
Collagen-specific Enzyme,1
Urate Oxidase,1
"Growth Hormone, antagonists & inhibitors",1
"Human Growth Hormone, antagonists & inhibitors",1
Glycoprotein IIb/IIIa Receptor-directed Monoclonal Antibodies,1
Recombinant Activated Protein C,1
CD33-directed Antibody Interactions,1
CD33-directed Cytotoxin,1
Human alpha-1 Proteinase Inhibitor,1
Bovine Intestinal Adenosine Deaminase,1
Severe Combined Immunodeficiency,1
Increased Oncotic Pressure,1
"Arginine Vasopressin, analogs & derivatives",1
Decreased Diuresis,1
CD3 Blocker Immunosuppressant,1
CD3 Receptor Antagonists,1
Digoxin Binding Activity,1
Lipopeptide Antibacterial,1
Radioimmunotherapy,1
Growth Hormone Receptor Antagonist,1
Growth Hormone Receptor Antagonists,1
Pancreatic Extracts,1
"Streptokinase, antagonists & inhibitors",1
CD52-directed Antibody Interactions,1
CD52-directed Cytolytic Antibody,1
Prostatic Neoplasms,1
"Iduronidase, antagonists & inhibitors",1
CD2-directed Antibody Interactions,1
CD2-directed LFA-3/Fc Fusion Protein,1
CD58 Antigens,1
"Antigens, CD11",1
CD11a-directed Antibody Interactions,1
CD11a-directed Humanized IgG1 Antibody,1
Angiogenesis Inducing Agents,1
Human Platelet-derived Growth Factor,1
Platelet-Derived Growth Factor,1
Proto-Oncogene Proteins c-sis,1
Increased Uterine Smooth Muscle Contraction or Tone,1
"Oxytocin, analogs & derivatives",1
Multiple Sclerosis,1
HIV Envelope Protein gp41,1
Human Immunodeficiency Virus 1 Fusion Inhibitor,1
Polyproteins,1
Vascular Endothelial Growth Factor-directed Antibody Interactions,1
"Glutathione, antagonists & inhibitors",1
Phosphatidylserines,1
"Threonine, antagonists & inhibitors",1
Tests for Fat Absorption,1
"Cholecalciferol, antagonists & inhibitors",1
Adenosine Triphosphate,1
Gaba-derivative Skeletal Muscle Relaxants,1
Gastrins,1
"Pentagastrin, antagonists & inhibitors",1
Cholinergic Nicotinic Agonist,1
Boronic Acids,1
Aromatic Amino Acid Decarboxylase Inhibitors,1
Erythromycins,1
Caffeine and Caffeine Containing Products,1
Choline Derivatives,1
Neuromuscular Depolarizing Blockade,1
Antimalarial diaminopyrimidines,1
"Injections, Intravenous",1
Aminosalicylic Acid and Derivatives,1
2-Chloroadenosine,1
Miscellaneous Antimycobacterials,1
Decreased Platelet Production,1
Platelet-reducing Agents,1
Thrombocytosis,1
Triiodothyronine,1
Cytochrome P-450 CYP2A6 Inducers (strong),1
Extended-spectrum Penicillins,1
Ferricyanides,1
Nitroferricyanide Derivatives,1
"Peptidylprolyl Isomerase, antagonists & inhibitors",1
Benzothiazepine Derivatives,1
Aminohippuric Acids,1
4-Hydroxyphenyl-Pyruvate Dioxygenase Inhibitor,1
"4-Hydroxyphenylpyruvate Dioxygenase, antagonists & inhibitors",1
Hydroxyphenylpyruvate Dioxygenase Inhibitors,1
Pyrimidine Derivatives,1
Megestrol,1
Ergonovine,1
Monobactam Antibacterial,1
Nitric Oxide Synthase,1
Phenylalanine Hydroxylase Activator,1
Aluminum Complex,1
Gastric Cytoprotectants,1
Protectants,1
Diketopiperazines,1
"Digoxin, antagonists & inhibitors",1
"Digoxin, immunology",1
"Progesterone, antagonists & inhibitors",1
Bromobenzoates,1
RNA Synthetase Inhibitor Antibacterial,1
RNA Synthetase Inhibitors,1
Restless Legs Syndrome,1
Enzyme Stabilizer,1
gamma-Aminobutyric Acid A Receptor Positive Modulator,1
Miscellaneous Derivatives,1
Endothelium-Dependent Relaxing Factors,1
Hepatitis B virus,1
Inhibition Gastric Acid Secretion,1
Alpha-Adrenoreceptor Antagonists and Diuretics,1
Cardiac Rhythm Alteration,1
Azaspirodecanedione Derivatives,1
UDP Glucuronosyltransferases Inducers,1
Sigma-1 Agonist,1
Sigma-1 Receptor Agonists,1
Uncompetitive N-methyl-D-aspartate Receptor Antagonist,1
Uncompetitive NMDA Receptor Antagonists,1
Pancreatic Function Tests,1
Phosphonic Acid Derivatives,1
Pyrophosphate Analog DNA Polymerase Inhibitor,1
Acetylcholine Releasing Agent,1
Increased Acetylcholine Activity,1
Urease Inhibitor,1
Urease Inhibitors,1
Coformycin,1
Formycins,1
Glycylcyclines,1
Increased Medullary Respiratory Drive,1
UGT1A6 inducer,1
Indirect factor Xa inhibitors,1
"Anorexigenic Agents & Respiratory and Cerebral Stimulants, Miscellaneous",1
Carnitine Analog,1
Succinimides,1
Acid Sensing Ion Channel Blockers,1
Alpha and Beta Blocking Agents and Thiazides,1
Avermectines,1
"Protein-Lysine 6-Oxidase, antagonists & inhibitors",1
Cytochrome P-450 CYP3A7 Inducers (moderate),1
Bacitracins,1
Decreased Cell Wall Synthesis & Repair,1
Fructans,1
"Adenosine, antagonists & inhibitors",1
"Antiarrhythmics, Class V",1
"Gonadotropin-Releasing Hormone, agonists",1
Tests for Fertility Disturbances,1
Adrenal Cytotoxic Agents,1
Partial Opioid Agonist/Antagonist,1
Secondary and Tertiary Amines,1
Acaricides,1
Organofluorophosphonates,1
Lipid-based Polyene Antifungal,1
Rodenticides,1
Nebramycin,1
Non-selective Alfa-adrenergic Blocking Agents,1
Nitrofuran Antibacterial,1
Dialysis Solutions,1
Aporphines,1
Immune Response Modifiers,1
Increased Cytokine Activity,1
Kidney Function,1
Decreased Leukotriene Production,1
Indoleacetic Acids,1
Cell Stimulants and Proliferants,1
"Tetracycline, antagonists & inhibitors",1
Catecholamine Synthesis Inhibitor,1
Tyrosine Hydroxylase Inhibitors,1
Genitourinary Arterial Vasodilation,1
Prostaglandin E1 Agonist,1
Venous Vasodilation,1
Decreased Parasympathetic Acetylcholine Activity,1
Digestive/GI System Activity Alteration,1
GI Motility Alteration,1
Podophyllotoxin,1
Cevanes,1
Veratrum Alkaloids,1
Ethylenediamine Derivatives,1
Blood Viscosity Reducer,1
Hematologic Activity Alteration,1
Hemorrheologic Agents,1
Acetyl Aldehyde Dehydrogenase Inhibitors,1
Aldehyde Dehydrogenase Inhibitor,1
Other Analgesics,1
Polyene Antimicrobial,1
Progestational Hormone Receptor Antagonists,1
Progestin Antagonist,1
Demulcent,1
Demulcent Activity,1
Phenazines,1
Cystine Depleting Agents,1
Imidazothiazole Derivatives,1
"Levamisole, analogs & derivatives",1
Allylamines,1
Decreased Tracheobronchial Stretch Receptor Activity,1
Non-narcotic Antitussive,1
"Intraocular Pressure, drug effects",1
Decreased Cell Wall Integrity,1
Vasopeptidase Inhibitors,1
Homosteroids,1
Drug Hypersensitivity,1
Cytochrome P-450 CYP2E1 Inducers (moderate),1
Nerve Depressants,1
GABA Uptake Inhibitors,1
Nipecotic Acid and Derivatives,1
"Cocaine, antagonists & inhibitors",1
Esters of Benzoic Acid,1
Meglitinides,1
Adamantane Derivatives,1
"Dinoprostone, antagonists & inhibitors",1
Other Antihistamines,1
Oripavine Derivatives,1
Prostaglandin E1 Analog,1
Allylamine,1
Hydrazides,1
gamma-Aminobutyric Acid A Receptor Agonist,1
"Hydrocarbons, Brominated",1
Iodized Oil,1
Actinomycin,1
Actinomycines,1
Decreased Cholesterol Absorption,1
Dietary Cholesterol Absorption Inhibitor,1
Ketolide Antibacterial,1
Retinoids for Treatment of Acne,1
Antihidrotics,1
"Dopamine, metabolism",1
Photochemotherapy,1
Cromolyn Sodium,1
Mast-cell Stabilizers,1
Calcimimetic Agents,1
Inflammatory Bowel Diseases,1
Bethanechol Compounds,1
Increased Prothrombin Activity,1
Warfarin Reversal Agent,1
"Adjuvants, Pharmaceutic",1
N-methyl-D-aspartate Receptor Antagonist,1
Cytochrome P-450 CYP2A6 Inducers (moderate),1
UGT1A9 Inducers,1
Dihydroergotoxine,1
COX-1 Inhibitors,1
Arabinonucleotides,1
"DNA (Cytosine-5-)-Methyltransferases, antagonists & inhibitors",1
First Generation Antihistamines,1
Lanatosides,1
Streptomycins,1
Intestinal Lipase Inhibitor,1
Lipase Inhibitors,1
Peripherally Acting Antiobesity Products,1
Benzylamine Antifungal,1
Nitroquinolines,1
Fluorobenzenes,1
Nucleoside Analog Antifungal,1
"Norepinephrine, Serotonin, and Dopamine Reuptake Inhibitor Anorectic",1
Oxidative Phosphorylation Coupling Factors,1
Heparins or Heparinoids for Topical Use,1
Sulfonium Derivatives,1
Hypoglycemia-Treating Agents,1
Thiazide Derivatives,1
Tests for Diabetes,1
Adrenergic beta2-Antagonists,1
Free Radical Scavenging Activity,1
Penicillinase-resistant Penicillins,1
Aminoketone Antidepressants,1
Increased Dopamine Activity,1
Bretylium Compounds,1
Angiography,1
Methylhydrazines,1
Guanidine Derivatives and Diuretics,1
Ergot-derived Dopamine Receptor Agonist,1
Decreased DNA Replication,1
Decreased RNA Replication,1
Hydroxypyridones,1
Lincomycins,1
Neuromuscular Blockade,1
Benzodiazepine Antagonist,1
Bunolol,1
Dantrolene and Derivatives,1
Decreased Striated Muscle Contraction,1
Decreased Striated Muscle Tone,1
Direct-acting Skeletal Muscle Relaxants,1
"N-Methylaspartate, agonists",1
"N-Methylaspartate, antagonists & inhibitors",1
Dibenzothiazepines,1
"Levodopa, antagonists & inhibitors",1
Glycogen Storage Disease Type II,1
Partial Cholinergic Nicotinic Agonist,1
Partial Cholinergic Nicotinic Agonists,1
Human Insulin-like Growth Factor Analogs,1
Recombinant Human Insulin-like Growth Factor-1,1
Amylin Agonists,1
Amylin Analog,1
Arylsulfatases,1
Chondroitinsulfatases,1
Decreased Cytokine Activity,1
Selective T Cell Costimulation Modulator,1
Adrenocortical Insufficiency,1
Metaproterenol,1
Helicobacter Infections,1
Clusiaceae,1
Potassium Ion Exchange Activity,1
Styrene,1
Styrenes,1
Ephedra,1
Inhibition Small Intestine Fluid/Electrolyte Absorption,1
Magnesium Ion Exchange Activity,1
Blood Circulation,1
Ginkgolides,1
Bicarbonates,1
Cefpodoxime,1
Ajmaline and derivatives,1
Polystyrenes,1
Decreased Central Nervous System Organized Electrical Activity,1
"Heroin, agonists",1
Designer Drugs,1
Amphetamine Anorectic,1
Iodoproteins,1
Cholelitholytic Agents,1
Dipeptidase Inhibitors,1
Renal Dehydropeptidase Inhibitor,1
Histamine H1 Inverse Agonists,1
MAO Inhibitors and Diuretics,1
Streptogramin Group A,1
Mercuribenzoates,1
"Chymotrypsin, antagonists & inhibitors",1
Cetrimonium Compounds,1
Trioses,1
Quinolinic Acids,1
"beta-Glucosidase, antagonists & inhibitors",1
"Glucosylceramidase, antagonists & inhibitors",1
"Myo-Inositol-1-Phosphate Synthase, antagonists & inhibitors",1
Formamides,1
Bacteriochlorophylls,1
Thiogalactosides,1
Thionucleotides,1
"Putrescine, analogs & derivatives",1
"Coenzyme A, biosynthesis",1
Luminescent Measurements,1
"Transaminases, antagonists & inhibitors",1
"Prostaglandin D2, antagonists & inhibitors",1
Prostaglandins D,1
"Epilepsy, drug therapy",1
Glycodeoxycholic Acid,1
Thallium,1
Phospholipid Ethers,1
"Protein O-Methyltransferase, antagonists & inhibitors",1
"17-Hydroxysteroid Dehydrogenases, antagonists & inhibitors",1
4-Aminobenzoic Acid,1
"Hexokinase, antagonists & inhibitors",1
"Aspartate Aminotransferases, antagonists & inhibitors",1
Deoxyguanosine,1
